# LVI
PDRG1,0.0029
LARP4P,0.00202
TLE3,0.00175
DCT,0.00175
ERGIC2,0.00168
NANOG,0.00167
CACNG4,0.00155
SPDYE17,0.00154
COL13A1,0.00149
OR4D6,0.00147
DNAJC13,0.00146
HIVEP1,0.00143
ATP5PBP6,0.00139
MIR4747,0.00138
GPATCH3,0.00134
HNRNPA3,0.00134
USH1C,0.00134
DNAJC8,0.00134
NDUFA5P8,0.00128
CYP2C9,0.00126
ELOCP28,0.00126
PPP1R10P1,0.00122
LOXL4,0.00121
SAMD14,0.00121
FTL,0.00119
ZMYM6,0.00117
PUDP,0.00115
DUXAP7,0.00112
ACPP,0.00112
C17orf50,0.00111
PLPP2,0.0011
CECR2,0.00109
LINC02590,0.00109
NUP50-DT,0.00108
MSH5-SAPCD1,0.00108
DCXR,0.00107
NYX,0.00106
SPTBN1,0.00105
GRK2,0.001
MUC5B-AS1,0.00099
VIPR1,0.00096
MTATP6P18,0.00094
CRPPA,0.00093
LRRC9,0.00093
CDCA8,0.00093
DYNLL2,0.00092
SSR4,0.00092
DHX30,0.00091
RAB1C,0.00091
TSPAN13,0.0009
MIR3161,0.00089
YAP1P1,0.00088
NKAIN4,0.00087
IL13RA1,0.00087
WTIP,0.00086
MIR4674,0.00086
HSD3BP4,0.00086
TMEM145,0.00086
TSG101,0.00085
TM4SF1-AS1,0.00085
CIRBP,0.00084
RBMY2EP,0.00084
GLTP,0.00082
OAF,0.00081
MTND2P3,0.00081
CHIAP3,0.00081
CCDC141,0.0008
ZNF280B,0.0008
FER1L4,0.0008
SNCB,0.0008
GPD2,0.00079
MTIF2,0.00079
RNA5SP23,0.00079
POF1B,0.00078
RAD51D,0.00078
SMN2,0.00077
LINC01220,0.00077
MAB21L2,0.00077
PAGE2,0.00076
KRT8P34,0.00076
OR52B2,0.00076
LINC02729,0.00076
TRAJ29,0.00075
DPP10-AS1,0.00075
MORN1,0.00074
TDRD1,0.00074
SLC47A1,0.00074
RFPL3,0.00074
LINC01699,0.00074
CRCT1,0.00074
MAPK8IP1P2,0.00074
KLK7,0.00074
ELOA2,0.00074
PMEL,0.00074
LINC01044,0.00074
SGCA,0.00073
TRAJ26,0.00072
MRPL1,0.00072
IGHG1,0.00072
REG1B,0.00072
ME2,0.00072
GREB1L,0.00071
HES2,0.00071
OR7E23P,0.0007
LINC02462,0.0007
RPSAP35,0.0007
NPAS2,0.0007
DUOX1,0.0007
SLC16A14,0.00069
ECM2,0.00069
LINC01327,0.00069
CMA1,0.00069
TNRC6A,0.00068
TEX51,0.00068
C16orf71,0.00068
OR5AC4P,0.00067
SLC38A11,0.00067
MMS22L,0.00067
AACS,0.00067
GSKIP,0.00067
SUPV3L1,0.00066
TRAJ11,0.00066
TMEM132B,0.00066
KSR2,0.00066
RPL31P35,0.00066
TDRD5,0.00066
MFSD10,0.00065
IL12A-AS1,0.00065
ANKRD24,0.00065
MORN5,0.00065
NRN1L,0.00064
ASCC3,0.00063
PCP4,0.00063
ZNF337,0.00062
NCK2,0.00062
LINC02157,0.00062
MAST2,0.00062
TUBGCP4,0.00062
EGF,0.00062
REG1A,0.00062
LINC00210,0.00061
FGL2,0.00061
PHRF1,0.00061
SYF2,0.00061
BMP15,0.00061
OR1L3,0.00061
OR4X2,0.00061
HLA-DRB9,0.00061
NAV2-AS1,0.00061
MIR4292,0.0006
MCM10,0.0006
IL1RL2,0.0006
ZNF316,0.0006
KCNN2,0.0006
ALPI,0.0006
ADGRF1,0.00059
HSPE1P1,0.00059
RN7SL652P,0.00059
SH2B2,0.00059
EEF1A1,0.00059
ZNF501,0.00059
IL17REL,0.00059
MGST2,0.00059
TRAV7,0.00059
PCMT1,0.00058
CCL20,0.00058
RNU6ATAC12P,0.00058
CAPN2,0.00058
ENO3,0.00058
GABRR1,0.00058
COMT,0.00058
HDGF,0.00058
HIGD1AP2,0.00058
ILVBL,0.00058
ZNF516,0.00057
ACOX3,0.00057
IFT22,0.00057
ZNF395,0.00057
GYG2-AS1,0.00057
GAPDHP48,0.00057
NAT14,0.00057
NBPF26,0.00057
GON7,0.00057
DHX40P1,0.00056
TMIGD1,0.00056
TPMTP4,0.00056
SYNGR4,0.00056
WDR54,0.00056
GTSE1-DT,0.00056
ERMARD,0.00056
OR7E87P,0.00055
RWDD2B,0.00055
RGS8,0.00055
TSC22D1,0.00055
SLC2A3,0.00055
GXYLT1,0.00055
SNX22,0.00055
CAMTA1,0.00055
SORL1,0.00055
GGH,0.00055
WNT9A,0.00055
RNASEH2A,0.00055
UCHL5,0.00055
AKR1C3,0.00055
CTNNA2-AS1,0.00055
CYP27A1,0.00055
EFR3A,0.00055
MOGAT1,0.00055
UPK1A,0.00054
C8orf48,0.00054
TPPP,0.00054
WDR4,0.00054
MIR5692C1,0.00054
EIF4A1P2,0.00054
CHRNA5,0.00054
KRT75,0.00054
IGKV7-3,0.00054
COPS5,0.00054
LINC02595,0.00054
IGHG2,0.00054
PIGV,0.00054
GAPDHP65,0.00054
FAM205A,0.00054
MUSK,0.00054
ADGRL2,0.00054
ARL11,0.00053
CAMSAP2,0.00053
TMEM238L,0.00053
TUBB2B,0.00053
FRMPD4,0.00053
SPAG4,0.00053
NEK4P3,0.00053
ZNF664,0.00053
PRRX2,0.00053
NBEAL2,0.00053
U2SURP,0.00053
MAPKAPK2,0.00053
FABP5P2,0.00053
MEIS3,0.00053
CYHR1,0.00052
PRDM14,0.00052
STX12,0.00052
ZNF362,0.00052
HTR2A,0.00052
PIK3R5,0.00052
ARHGEF7-AS1,0.00052
RIMS4,0.00052
EMC6,0.00052
FKBP1B,0.00052
ATP5MGL,0.00052
LAG3,0.00052
OLR1,0.00052
SF3A3,0.00052
SYT5,0.00052
ARID3B,0.00052
URI1,0.00052
CDH18,0.00052
PDCD7,0.00052
RCC2P4,0.00052
UQCRH,0.00052
ZNF524,0.00052
PLP1,0.00051
GSK3B,0.00051
TBC1D28,0.00051
MIR6877,0.00051
S100A11,0.00051
DUSP28,0.00051
GMEB1,0.00051
HAO1,0.00051
HSD17B13,0.00051
SLC16A6,0.00051
CERT1,0.00051
ZDHHC20P1,0.00051
ZFP36L1,0.00051
RPL7P21,0.00051
ALDH3B1,0.00051
OR52U1P,0.00051
SLC37A4,0.00051
RN7SL101P,0.00051
ERICH5,0.00051
RNF215,0.00051
OR7E43P,0.00051
OR1G1,0.00051
GUCY2GP,0.00051
DIO2-AS1,0.0005
TRAJ23,0.0005
SUCLA2P1,0.0005
ZNF641,0.0005
HNRNPA3P4,0.0005
RN7SL453P,0.0005
SIAH3,0.0005
EMX1,0.0005
OSMR-AS1,0.0005
RSL24D1,0.0005
RN7SL708P,0.0005
CLRN1,0.0005
NBR2,0.0005
THAP6,0.0005
PROM2,0.0005
POMGNT1,0.0005
ZSCAN12,0.0005
MTMR14,0.0005
RPL21P65,0.0005
ABCD2,0.0005
BMP1,0.0005
UBXN2A,0.0005
LINC01583,0.0005
SLC5A1,0.00049
PLET1,0.00049
TMEM235,0.00049
ANO9,0.00049
LRRC49,0.00049
MED12L,0.00049
ATP5MD,0.00049
CALML5,0.00049
OR51B5,0.00049
SLC22A14,0.00049
FSCN3,0.00049
PAX5,0.00049
FBXW7,0.00049
FCF1P7,0.00049
MYH9,0.00049
ABCB10,0.00049
BIRC3,0.00049
BBS2,0.00049
PHBP11,0.00049
VPREB1,0.00049
GOLGA6L3,0.00049
GRM2,0.00049
ATF5,0.00049
MAML3,0.00049
EMC2,0.00049
OR4N5,0.00048
CEP78,0.00048
PIK3R3,0.00048
ESPL1,0.00048
CYLD,0.00048
ZNF681,0.00048
CDHR5,0.00048
ACADM,0.00048
RFTN1,0.00048
KDF1,0.00048
EPB41,0.00048
PLXNB1,0.00048
ANXA2R,0.00048
OR7E91P,0.00048
VAX1,0.00048
NPC1L1,0.00048
DLG1,0.00048
PFN1P3,0.00048
SYK,0.00048
UGT3A2,0.00048
USP13,0.00048
LGALS9,0.00048
SAMD11,0.00048
OR1M1,0.00048
CAMSAP1,0.00048
LINC02675,0.00048
CDS2,0.00047
PRCC,0.00047
QSOX1,0.00047
TRAJ14,0.00047
NEK2,0.00047
OR51E1,0.00047
TMEM132E,0.00047
HSPD1,0.00047
NNT,0.00047
RPL29P28,0.00047
KIR3DL1,0.00047
LINC01046,0.00047
VCAN,0.00047
AKR1C8P,0.00047
ELAVL2,0.00047
USP34,0.00047
YRDC,0.00047
NVL,0.00047
HIPK3,0.00047
DPYS,0.00047
DZIP3,0.00047
IL11,0.00047
MYL12A,0.00047
XKR8,0.00047
LINC01692,0.00047
MINDY4,0.00047
RNU6-155P,0.00047
KLC4,0.00047
SVIL2P,0.00047
RPAIN,0.00047
FNDC3A,0.00047
BHLHE40,0.00047
DCAF12L1,0.00047
OR8U1,0.00047
MAPK8IP2,0.00046
LLPH,0.00046
GP2,0.00046
TRIM10,0.00046
MGMT,0.00046
C3P1,0.00046
LINC01895,0.00046
H2AB1,0.00046
LINS1,0.00046
FBLN1,0.00046
SPATA16,0.00046
INIP,0.00046
MOCS3,0.00046
FMO1,0.00046
CWC22,0.00046
GBP1,0.00046
RBM22P13,0.00046
SNORD88A,0.00046
FGF4,0.00046
NDFIP2,0.00046
CDS1,0.00046
AQP7P4,0.00046
BIRC7,0.00046
ZNF710,0.00046
MEST,0.00046
GIMAP3P,0.00046
CROT,0.00046
PARD3-AS1,0.00046
LINC01494,0.00046
HAS2,0.00046
RFC3,0.00046
