# PNI
HSPD1,0.009
WDR89,0.00864
VPS45,0.00828
PDLIM2,0.00685
FGFRL1,0.00632
PRSS23,0.00622
PRRC1,0.00539
TMEM79,0.00492
SRGN,0.00491
RNA5SP466,0.00486
ANKUB1,0.00449
ZNF547,0.00448
CRYBG2,0.00426
PPP2R2DP1,0.00406
SULT1A1,0.00395
LINC01916,0.00393
KRTAP5-2,0.00372
SEMA4B,0.0037
PTGES3L-AARSD1,0.00368
USP17L23,0.00366
ROPN1L,0.00356
C4orf45,0.00351
MGMT,0.00343
SPDYE20P,0.0034
APOBEC3B,0.00331
EDN2,0.00323
MEST,0.00322
MIR4797,0.0032
RPL23AP57,0.00307
RALY,0.00303
SLC16A9,0.003
SH2B3,0.00299
PTGDS,0.00295
RN7SL88P,0.00281
RPUSD4,0.00277
PNRC2,0.00276
CUL4B,0.00266
NLRP6,0.00265
CNOT6,0.00263
TPST1,0.00261
EVC2,0.00259
LINC00910,0.00254
UGT3A2,0.00251
CATSPER1,0.00247
ZNF202,0.00243
TEX38,0.00241
TLR10,0.00239
RUNX1T1,0.00239
EZH2P1,0.00235
MARCKS,0.00235
EPHB1,0.00223
TBC1D20,0.00221
TRPC4,0.00219
EFCAB3,0.00215
RASAL1,0.00212
AOX1,0.00212
KRTAP21-3,0.0021
H4C8,0.00207
IMPG2,0.00199
FBXL22,0.00199
FBXO43,0.00193
FBLN2,0.00192
TLL1,0.00187
CD27,0.00187
NOS2,0.00184
CUZD1,0.00183
UPK1A,0.00183
REP15,0.0018
METTL15,0.00178
IPO7,0.00173
CLPB,0.00172
MBLAC2,0.00168
H1-6,0.00167
ABHD16B,0.00166
DMXL1,0.00165
KCNJ4,0.00164
CBLN4,0.00163
SYNC,0.00163
DNAJB11,0.00161
TDRD6,0.0016
ZCCHC12,0.00159
CLDN11,0.00158
KCNH6,0.00158
CFAP73,0.00156
PSMG1,0.00155
KLK1,0.00155
WDR64,0.00153
ECM2,0.00152
RN7SL37P,0.00152
LINC02258,0.00152
OSBPL11,0.00152
RRM1-AS1,0.0015
MOCS3,0.00149
SEC24D,0.00148
CEP41,0.00147
REG1A,0.00146
PPP4R1,0.00144
FBXO4,0.00144
SYS1,0.00143
UTP3,0.00142
OCSTAMP,0.00141
TRAV3,0.00141
SLC3A2,0.00141
C1QL4,0.0014
RNFT1,0.00139
CRPPA,0.00137
IGKV7-3,0.00137
MIR5700,0.00137
HCK,0.00137
RNF146,0.00136
CDC25C,0.00136
RBPJL,0.00135
RNU6-431P,0.00135
PYURF,0.00134
SLC22A14,0.00134
CMTM7,0.00133
CEP104,0.00133
HLA-DQA1,0.00132
FAM160A1,0.00131
RNF123,0.00131
SMG1P3,0.0013
TRUB1,0.0013
GPX6,0.00129
DCLK2,0.00129
SLC10A4,0.00129
BMP6,0.00129
AAR2,0.00128
LTBP1,0.00127
GNAI2,0.00126
TRIM60,0.00126
ELANE,0.00125
SEL1L3,0.00125
TSPAN8,0.00124
BAHD1,0.00123
ZNF232,0.00122
RFPL3S,0.00122
QKI,0.00121
BGN,0.00121
THSD7A,0.00121
SUSD5,0.00121
OR9Q2,0.0012
STAM2,0.0012
CACNA2D2,0.0012
MAGI2,0.0012
ZNF100,0.0012
CMA1,0.00119
HSPA8,0.00119
BPY2C,0.00119
CIR1,0.00119
CCDC152,0.00119
IGF1R,0.00119
TLX2,0.00119
PHIP,0.00118
BBS1,0.00118
TMEM43,0.00117
OTOR,0.00117
HDAC9,0.00116
HPSE,0.00116
CICP12,0.00116
USH2A,0.00116
GPATCH2,0.00116
CCN5,0.00115
SSC4D,0.00115
SP3P,0.00114
E2F6,0.00114
FAM117B,0.00114
GRB7,0.00114
FCRL2,0.00113
PLP1,0.00113
GXYLT1,0.00113
ZDHHC12,0.00113
